loc_x,loc_y,minutes_remaining,shot_distance,shot_made_flag,shot_id
103,189,5,21,0,3703
0,0,5,0,1,3704
135,132,2,18,,3705
-174,-9,1,17,0,3706
-123,105,11,16,1,3707
146,13,8,14,0,3708
0,0,8,0,0,3709
-33,0,7,3,0,3710
164,5,3,16,0,3711
-156,54,3,16,,3712
186,56,2,19,,3713
179,201,0,26,1,3714
0,0,0,0,1,3715
-207,651,0,68,0,3716
0,0,11,0,1,3717
-141,12,9,14,1,3718
-138,10,8,13,,3719
0,0,8,0,1,3720
174,3,7,17,,3721
89,243,5,25,0,3722
-105,-28,5,10,,3723
-122,40,3,12,,3724
3,150,1,15,0,3725
89,261,0,27,0,3726
159,-8,3,15,,3727
-241,-3,0,24,1,3728
0,0,0,0,1,3729
72,114,10,13,0,3730
108,137,7,17,1,3731
-3,189,7,18,1,3732
-174,13,6,17,,3733
-15,214,5,21,,3734
72,135,5,15,0,3735
161,189,4,24,1,3736
197,28,2,19,1,3737
0,0,1,0,0,3738
67,127,8,14,0,3739
-75,141,4,15,1,3740
158,8,4,15,1,3741
-172,110,1,20,,3742
-151,209,0,25,1,3743
-20,61,0,6,0,3744
-172,71,7,18,1,3745
44,169,7,17,0,3746
176,17,5,17,0,3747
0,0,2,0,0,3748
130,74,7,14,0,3749
-3,59,6,5,0,3750
-100,41,5,10,1,3751
-120,20,5,12,0,3752
47,94,0,10,0,3753
0,0,0,0,1,3754
3,204,9,20,1,3755
130,135,9,18,1,3756
-159,-3,3,15,1,3757
-105,2,1,10,0,3758
0,0,10,0,0,3759
138,3,10,13,1,3760
-113,128,9,17,0,3761
135,127,8,18,0,3762
8,48,8,4,0,3763
-23,133,6,13,1,3764
0,0,2,0,0,3765
0,0,0,0,0,3766
-163,59,11,17,0,3767
0,0,11,0,1,3768
21,64,4,6,0,3769
-122,145,0,18,,3770
-209,148,10,25,0,3771
-52,99,8,11,0,3772
-140,140,7,19,0,3773
-82,135,6,15,0,3774
-125,86,5,15,0,3775
-6,252,4,25,1,3776
-43,248,0,25,,3777
125,224,0,25,,3778
190,114,11,22,1,3779
-176,63,10,18,,3780
-209,12,10,20,1,3781
0,0,7,0,1,3782
-2,102,6,10,,3783
179,-9,3,17,,3784
0,0,3,0,1,3785
0,0,2,0,1,3786
57,81,0,9,1,3787
176,-6,3,17,,3788
64,15,3,6,0,3789
177,-8,3,17,,3790
164,56,2,17,0,3791
64,150,1,16,0,3792
18,396,0,39,0,3793
232,7,10,23,,3794
1,189,9,18,,3795
186,109,8,21,,3796
0,0,6,0,1,3797
176,178,5,25,0,3798
164,61,3,17,0,3799
-146,109,1,18,1,3800
164,-13,0,16,,3801
194,150,0,24,1,3802
182,-1,11,18,0,3803
0,0,9,0,1,3804
97,155,11,18,0,3805
85,150,10,17,,3806
0,141,8,14,0,3807
128,30,6,13,1,3808
110,141,4,17,0,3809
200,248,0,31,0,3810
0,0,11,0,1,3811
59,123,10,13,0,3812
59,173,7,18,,3813
74,164,6,17,,3814
128,-9,3,12,0,3815
18,141,2,14,1,3816
77,150,1,16,0,3817
0,0,0,0,,3818
0,0,8,0,0,3819
56,153,9,16,1,3820
-79,207,8,22,0,3821
103,26,4,10,1,3822
-108,183,4,21,1,3823
95,174,1,19,,3824
-123,370,0,38,0,3825
-82,191,11,20,1,3826
154,194,10,24,0,3827
158,89,3,18,1,3828
102,10,1,10,0,3829
89,63,0,10,1,3830
13,253,0,25,0,3831
187,-1,10,18,1,3832
-105,63,9,12,0,3833
98,169,8,19,1,3834
0,0,7,0,1,3835
-13,130,5,13,,3836
167,-19,5,16,0,3837
-171,169,1,24,0,3838
26,168,0,17,0,3839
128,396,0,41,0,3840
159,82,5,17,0,3841
0,0,4,0,1,3842
-8,130,2,13,1,3843
-44,252,2,25,0,3844
0,0,1,0,1,3845
192,137,1,23,0,3846
-151,133,1,20,1,3847
-59,191,1,19,0,3848
0,0,0,0,1,3849
-72,240,0,25,0,3850
115,220,0,24,0,3851
103,146,10,17,1,3852
54,137,10,14,,3853
52,135,9,14,1,3854
146,-3,9,14,,3855
-79,242,8,25,0,3856
-135,156,4,20,0,3857
0,0,4,0,,3858
-62,35,2,7,1,3859
126,109,1,16,0,3860
0,0,0,0,,3861
26,141,0,14,0,3862
-39,61,10,7,1,3863
0,0,4,0,0,3864
-123,160,2,20,0,3865
74,99,11,12,,3866
0,0,10,0,1,3867
0,0,5,0,0,3868
-237,45,4,24,0,3869
197,51,4,20,,3870
-79,148,2,16,0,3871
-102,135,11,16,1,3872
52,22,10,5,0,3873
0,0,10,0,,3874
-177,194,9,26,1,3875
-136,-11,8,13,,3876
0,0,7,0,0,3877
46,49,7,6,,3878
-149,222,6,26,0,3879
197,169,1,25,0,3880
117,173,10,20,0,3881
149,38,10,15,0,3882
44,36,5,5,0,3883
0,0,2,0,0,3884
0,0,2,0,1,3885
0,0,0,0,1,3886
181,339,0,38,0,3887
-148,2,10,14,0,3888
-52,242,5,24,1,3889
-125,227,4,25,,3890
125,230,3,26,1,3891
118,227,2,25,1,3892
-99,245,2,26,1,3893
136,207,0,24,1,3894
-94,-5,11,9,1,3895
-131,212,9,24,1,3896
-126,214,7,24,1,3897
-99,233,6,25,1,3898
-232,-3,5,23,0,3899
0,0,5,0,,3900
121,217,3,24,1,3901
89,243,2,25,1,3902
120,89,1,14,0,3903
-215,140,0,25,,3904
75,245,7,25,0,3905
113,224,6,25,,3906
-57,250,4,25,,3907
-107,230,4,25,,3908
144,33,11,14,0,3909
197,156,5,25,0,3910
0,0,3,0,1,3911
0,0,2,0,,3912
0,0,9,0,1,3913
227,-9,4,22,0,3914
0,0,4,0,1,3915
0,0,1,0,1,3916
0,0,11,0,1,3917
0,0,6,0,,3918
0,0,2,0,1,3919
-184,104,0,21,0,3920
-44,197,10,20,1,3921
-128,146,7,19,1,3922
0,0,4,0,,3923
-13,248,1,24,,3924
0,0,0,0,,3925
0,0,11,0,1,3926
46,63,9,7,,3927
10,81,4,8,1,3928
-172,5,1,17,0,3929
0,0,0,0,1,3930
0,0,10,0,1,3931
-171,189,7,25,0,3932
120,214,7,24,0,3933
-115,-19,6,11,0,3934
0,0,6,0,1,3935
0,0,4,0,0,3936
0,0,1,0,0,3937
0,0,11,0,0,3938
138,20,10,13,1,3939
174,31,9,17,0,3940
0,0,8,0,1,3941
184,3,11,18,1,3942
144,26,10,14,1,3943
6,82,9,8,0,3944
-14,84,9,8,0,3945
121,186,7,22,0,3946
-186,0,6,18,0,3947
-6,173,3,17,1,3948
-148,35,1,15,0,3949
0,0,11,0,1,3950
-36,237,10,23,1,3951
225,3,9,22,0,3952
0,0,9,0,1,3953
236,61,1,24,1,3954
0,0,0,0,,3955
-122,63,10,13,0,3956
0,0,8,0,1,3957
0,0,5,0,0,3958
3,222,4,22,1,3959
0,0,0,0,1,3960
202,-5,11,20,0,3961
148,43,10,15,0,3962
164,0,9,16,0,3963
0,0,9,0,,3964
144,81,8,16,0,3965
-189,99,5,21,0,3966
80,69,2,10,0,3967
-72,77,1,10,0,3968
0,0,0,0,,3969
-176,179,11,25,1,3970
-140,206,10,24,1,3971
56,250,6,25,0,3972
-172,204,0,26,0,3973
0,0,0,0,,3974
57,48,0,7,0,3975
0,0,8,0,,3976
0,0,11,0,0,3977
-11,94,5,9,0,3978
0,0,5,0,0,3979
-161,-13,3,16,0,3980
10,247,0,24,0,3981
-66,81,11,10,1,3982
0,0,3,0,0,3983
115,35,7,12,,3984
164,107,2,19,1,3985
-49,171,1,17,0,3986
-90,105,0,13,1,3987
0,0,0,0,0,3988
89,187,2,20,0,3989
-120,232,0,26,0,3990
-141,214,8,25,,3991
172,31,5,17,0,3992
0,0,5,0,,3993
0,0,2,0,1,3994
0,0,1,0,1,3995
-113,135,3,17,0,3996
92,229,3,24,1,3997
0,0,8,0,1,3998
-136,138,6,19,1,3999
0,0,0,0,0,4000
-125,196,0,23,0,4001
-163,100,11,19,1,4002
115,59,8,12,1,4003
-141,43,7,14,0,4004
-79,183,6,19,0,4005
-233,30,5,23,0,4006
38,77,2,8,0,4007
0,0,0,0,0,4008
-80,99,11,12,,4009
-103,153,9,18,1,4010
123,140,9,18,,4011
38,183,6,18,0,4012
-71,240,4,25,1,4013
125,137,4,18,1,4014
0,0,2,0,0,4015
-172,186,1,25,0,4016
59,13,0,6,1,4017
3,243,1,24,1,4018
0,0,1,0,1,4019
36,125,6,13,,4020
97,59,6,11,0,4021
59,38,7,7,0,4022
0,0,0,0,1,4023
120,227,0,25,1,4024
108,238,0,26,0,4025
140,-9,9,14,1,4026
-156,10,6,15,0,4027
0,0,5,0,1,4028
166,145,2,22,0,4029
89,63,1,10,0,4030
149,-19,0,15,0,4031
131,217,0,25,1,4032
-92,248,9,26,,4033
112,-8,4,11,0,4034
46,56,3,7,0,4035
0,0,3,0,0,4036
-57,192,1,20,0,4037
121,0,10,12,0,4038
120,-3,3,12,1,4039
61,46,10,7,1,4040
-154,120,8,19,,4041
0,115,6,11,1,4042
0,0,5,0,1,4043
118,63,4,13,0,4044
0,0,3,0,,4045
133,100,2,16,0,4046
-77,191,0,20,0,4047
0,0,11,0,0,4048
-159,23,8,16,1,4049
0,0,5,0,1,4050
153,45,2,15,0,4051
0,0,1,0,,4052
0,0,0,0,0,4053
-136,69,11,15,1,4054
153,100,10,18,,4055
138,120,9,18,,4056
131,118,5,17,,4057
-148,61,2,16,0,4058
-153,35,1,15,0,4059
0,0,0,0,0,4060
0,0,8,0,0,4061
66,95,7,11,0,4062
-125,41,7,13,1,4063
67,166,5,17,1,4064
223,8,4,22,0,4065
-153,138,4,20,1,4066
0,0,1,0,,4067
0,0,0,0,1,4068
-102,155,10,18,,4069
0,0,9,0,0,4070
85,38,6,9,0,4071
-197,141,4,24,1,4072
0,0,3,0,1,4073
0,0,3,0,0,4074
0,0,2,0,0,4075
0,0,2,0,1,4076
69,7,0,6,,4077
-69,467,0,47,0,4078
0,0,8,0,1,4079
-46,15,7,4,0,4080
117,174,4,20,1,4081
-169,77,3,18,1,4082
-21,71,0,7,1,4083
-145,120,10,18,0,4084
66,17,7,6,1,4085
143,112,7,18,1,4086
80,8,6,8,1,4087
-33,36,6,4,0,4088
-189,173,3,25,1,4089
-11,206,3,20,0,4090
146,158,1,21,1,4091
34,56,11,6,0,4092
199,169,10,26,0,4093
140,207,7,24,,4094
144,206,4,25,,4095
0,0,3,0,0,4096
151,71,1,16,0,4097
82,173,11,19,0,4098
0,0,8,0,0,4099
-8,128,5,12,,4100
0,0,4,0,1,4101
38,97,4,10,0,4102
-26,81,11,8,1,4103
-128,158,9,20,0,4104
110,122,1,16,0,4105
-29,84,0,8,1,4106
-131,171,11,21,0,4107
0,0,10,0,0,4108
82,171,8,18,1,4109
-102,143,7,17,0,4110
-46,77,4,8,1,4111
123,135,0,18,1,4112
-100,155,0,18,1,4113
166,340,0,37,1,4114
-122,140,11,18,0,4115
0,0,11,0,1,4116
118,141,9,18,1,4117
-163,184,9,24,1,4118
-113,135,7,17,,4119
-181,191,6,26,0,4120
-13,163,4,16,1,4121
36,99,1,10,0,4122
126,132,11,18,1,4123
11,22,11,2,0,4124
13,158,11,15,1,4125
-126,220,10,25,0,4126
8,3,10,0,1,4127
-179,23,8,18,1,4128
-118,174,6,21,0,4129
24,23,4,3,,4130
138,164,2,21,,4131
-108,-1,1,10,,4132
-94,229,0,24,0,4133
20,15,0,2,,4134
-172,184,10,25,1,4135
140,41,8,14,0,4136
26,0,4,2,,4137
62,156,1,16,,4138
-140,-23,11,14,0,4139
-126,-1,6,12,0,4140
33,18,5,3,0,4141
158,109,3,19,0,4142
107,68,2,12,,4143
-10,0,1,1,0,4144
13,12,1,1,,4145
18,15,0,2,1,4146
-54,123,8,13,0,4147
57,118,7,13,,4148
-233,54,5,23,0,4149
123,164,3,20,1,4150
-21,0,2,2,0,4151
166,179,1,24,0,4152
-194,45,0,19,0,4153
174,138,11,22,0,4154
-100,194,7,21,1,4155
182,-11,5,18,1,4156
0,0,11,0,1,4157
-158,138,11,20,0,4158
135,-39,10,14,1,4159
179,91,9,20,0,4160
-18,46,5,4,1,4161
0,0,1,0,1,4162
-186,178,0,25,,4163
-191,82,11,20,0,4164
0,0,10,0,0,4165
-200,66,10,21,,4166
0,0,9,0,1,4167
159,-11,8,15,1,4168
0,0,8,0,,4169
205,138,6,24,,4170
-89,155,5,17,1,4171
51,243,4,24,1,4172
-92,23,4,9,1,4173
0,0,3,0,,4174
-158,209,1,26,1,4175
156,28,0,15,1,4176
167,97,11,19,0,4177
-189,35,9,19,0,4178
-158,123,3,20,1,4179
-51,153,3,16,,4180
13,33,11,3,1,4181
84,145,10,16,0,4182
92,240,9,25,0,4183
0,0,8,0,0,4184
138,-18,3,13,0,4185
71,31,0,7,1,4186
0,0,6,0,1,4187
-117,45,5,12,0,4188
117,133,4,17,1,4189
182,-6,2,18,1,4190
36,194,0,19,1,4191
130,153,0,20,0,4192
0,0,9,0,1,4193
26,252,7,25,0,4194
-118,3,7,11,1,4195
0,0,3,0,1,4196
-112,104,2,15,1,4197
105,178,2,20,0,4198
0,0,1,0,,4199
85,245,0,25,1,4200
-171,5,11,17,,4201
161,105,10,19,1,4202
-8,250,10,25,,4203
153,8,8,15,1,4204
182,130,7,22,0,4205
-117,176,6,21,0,4206
47,53,3,7,0,4207
5,173,1,17,1,4208
167,15,1,16,0,4209
192,352,0,40,,4210
-154,2,7,15,,4211
164,222,6,27,1,4212
0,0,5,0,,4213
171,174,4,24,1,4214
-153,74,3,16,1,4215
169,28,2,17,1,4216
1,253,1,25,0,4217
0,0,10,0,1,4218
125,187,9,22,1,4219
179,40,7,18,0,4220
-18,207,6,20,0,4221
172,48,6,17,0,4222
186,7,5,18,1,4223
189,176,5,25,0,4224
-191,163,4,25,,4225
0,0,3,0,1,4226
232,3,2,23,0,4227
-192,117,1,22,0,4228
108,158,10,19,0,4229
18,84,9,8,1,4230
59,18,8,6,0,4231
-11,54,7,5,1,4232
113,224,6,25,1,4233
125,151,6,19,0,4234
-138,-14,5,13,,4235
-85,171,4,19,1,4236
-179,104,0,20,0,4237
0,0,0,0,0,4238
123,133,11,18,0,4239
-102,41,10,10,1,4240
141,140,10,19,1,4241
-163,77,9,18,,4242
102,191,4,21,1,4243
-26,66,3,7,1,4244
166,74,3,18,,4245
0,0,2,0,1,4246
135,-9,0,13,0,4247
98,151,10,18,1,4248
140,-16,8,14,0,4249
97,164,5,19,,4250
126,51,5,13,1,4251
-59,189,4,19,,4252
164,31,4,16,1,4253
0,0,3,0,,4254
-191,160,2,24,0,4255
110,-36,1,11,0,4256
-10,102,0,10,0,4257
0,0,11,0,0,4258
-5,58,10,5,1,4259
0,0,9,0,0,4260
0,0,8,0,0,4261
0,0,7,0,1,4262
0,0,6,0,,4263
0,0,5,0,,4264
-23,81,4,8,0,4265
0,0,2,0,0,4266
62,179,1,18,1,4267
21,255,0,25,,4268
187,76,0,20,1,4269
130,137,10,18,,4270
0,0,10,0,1,4271
126,13,9,12,0,4272
0,0,4,0,1,4273
131,156,4,20,1,4274
-177,120,3,21,0,4275
0,0,1,0,0,4276
-176,-18,10,17,0,4277
118,-6,9,11,1,4278
108,31,9,11,1,4279
-200,30,8,20,0,4280
151,225,3,27,0,4281
0,0,2,0,,4282
66,120,1,13,,4283
-130,233,0,26,1,4284
-125,43,9,13,1,4285
144,38,8,14,0,4286
0,0,5,0,1,4287
125,86,4,15,0,4288
-92,137,2,16,0,4289
-125,160,1,20,1,4290
-6,212,0,21,,4291
-16,207,11,20,0,4292
-8,138,11,13,1,4293
159,-6,10,15,0,4294
75,169,9,18,0,4295
-135,104,6,17,0,4296
-227,10,2,22,1,4297
227,127,2,26,1,4298
77,128,1,14,1,4299
33,247,0,24,0,4300
118,59,10,13,1,4301
-118,123,9,17,1,4302
-26,173,8,17,1,4303
-117,153,8,19,,4304
-159,46,6,16,1,4305
156,-13,5,15,,4306
164,143,4,21,0,4307
-99,8,4,9,1,4308
-179,-16,0,17,,4309
-148,72,10,16,,4310
-172,174,9,24,1,4311
-181,166,8,24,0,4312
-95,30,8,9,,4313
133,100,7,16,,4314
167,2,3,16,,4315
167,82,11,18,0,4316
-82,79,11,11,1,4317
-56,174,8,18,0,4318
-154,130,5,20,1,4319
95,7,4,9,1,4320
94,240,3,25,,4321
0,0,2,0,1,4322
-171,187,10,25,0,4323
-23,253,9,25,,4324
100,199,4,22,,4325
-120,224,3,25,1,4326
143,69,2,15,0,4327
-52,202,2,20,,4328
164,215,1,27,,4329
210,-8,0,21,0,4330
110,222,0,24,0,4331
-102,173,4,20,,4332
0,0,2,0,1,4333
84,28,1,8,0,4334
43,45,0,6,1,4335
0,0,2,0,1,4336
108,156,0,18,,4337
-18,250,0,25,0,4338
-135,204,10,24,1,4339
212,-18,8,21,1,4340
-148,-18,8,14,1,4341
161,115,7,19,,4342
-138,204,6,24,1,4343
-145,184,5,23,,4344
-117,158,4,19,0,4345
-67,151,3,16,1,4346
186,18,1,18,0,4347
187,-6,0,18,0,4348
75,100,0,12,0,4349
176,68,5,18,0,4350
0,0,4,0,1,4351
195,105,2,22,,4352
113,140,2,17,0,4353
56,51,1,7,0,4354
-90,232,0,24,,4355
8,229,5,22,0,4356
-168,-18,3,16,0,4357
146,201,3,24,1,4358
121,5,1,12,1,4359
-13,255,0,25,0,4360
-26,257,6,25,0,4361
133,0,5,13,1,4362
-172,102,4,19,1,4363
126,176,3,21,0,4364
-166,138,1,21,1,4365
-184,26,1,18,,4366
-202,36,0,20,0,4367
-191,160,11,24,1,4368
0,0,10,0,1,4369
-100,140,9,17,0,4370
-61,110,9,12,,4371
187,-28,6,18,,4372
136,43,4,14,1,4373
0,0,2,0,1,4374
118,118,2,16,1,4375
-128,99,1,16,,4376
144,107,1,17,0,4377
107,120,0,16,0,4378
143,626,0,64,0,4379
146,114,11,18,1,4380
166,-3,9,16,1,4381
-74,235,4,24,0,4382
0,0,3,0,1,4383
163,45,3,16,,4384
202,-14,2,20,1,4385
190,117,1,22,1,4386
-133,105,1,16,,4387
-136,130,9,18,0,4388
-154,202,6,25,,4389
-16,158,0,15,,4390
0,0,11,0,1,4391
-141,35,10,14,0,4392
-48,166,9,17,0,4393
67,97,8,11,0,4394
232,82,4,24,0,4395
159,194,3,25,1,4396
80,230,2,24,0,4397
-151,-28,1,15,0,4398
-163,26,0,16,1,4399
-140,215,11,25,0,4400
75,84,9,11,1,4401
153,112,8,18,0,4402
227,109,8,25,0,4403
0,0,7,0,1,4404
0,0,0,0,0,4405
136,237,0,27,,4406
0,0,10,0,,4407
-169,107,10,20,0,4408
0,0,8,0,,4409
0,0,7,0,,4410
131,13,6,13,0,4411
-34,95,1,10,1,4412
161,-8,0,16,1,4413
105,105,0,14,1,4414
-110,127,11,16,0,4415
-10,202,10,20,0,4416
0,0,9,0,1,4417
125,3,8,12,0,4418
90,243,5,25,0,4419
0,0,4,0,1,4420
44,145,4,15,0,4421
0,0,2,0,1,4422
67,258,1,26,0,4423
62,155,0,16,,4424
-66,257,0,26,0,4425
0,0,11,0,0,4426
121,7,10,12,1,4427
113,51,3,12,0,4428
-3,74,3,7,0,4429
-15,114,2,11,0,4430
0,0,1,0,0,4431
-105,151,1,18,0,4432
102,105,0,14,0,4433
172,-1,11,17,,4434
1,74,10,7,0,4435
105,-3,9,10,0,4436
0,0,9,0,0,4437
0,0,7,0,0,4438
159,-28,8,16,0,4439
-3,206,7,20,1,4440
1,253,6,25,0,4441
0,0,6,0,1,4442
-6,117,4,11,0,4443
-151,66,3,16,1,4444
-158,191,2,24,0,4445
140,48,10,14,1,4446
-97,227,10,24,1,4447
-74,169,7,18,0,4448
-200,68,5,21,0,4449
156,84,2,17,1,4450
197,-21,1,19,0,4451
0,0,0,0,,4452
-64,245,9,25,0,4453
0,76,8,7,0,4454
-230,64,5,23,0,4455
0,0,5,0,1,4456
158,10,4,15,1,4457
163,-29,4,16,0,4458
0,0,3,0,1,4459
-43,248,11,25,,4460
126,36,8,13,1,4461
-141,100,3,17,1,4462
0,0,2,0,1,4463
164,-3,2,16,0,4464
-107,141,11,17,0,4465
131,-26,10,13,0,4466
161,12,9,16,0,4467
5,270,4,27,0,4468
140,-11,0,14,0,4469
0,0,9,0,,4470
0,0,7,0,0,4471
-105,81,7,13,1,4472
-52,191,5,19,0,4473
0,0,1,0,1,4474
-84,117,11,14,1,4475
-87,186,10,20,0,4476
-126,-21,8,12,0,4477
0,0,8,0,1,4478
-48,105,7,11,0,4479
186,15,5,18,,4480
125,110,1,16,1,4481
-164,148,11,22,1,4482
79,192,9,20,0,4483
66,10,6,6,1,4484
54,176,4,18,1,4485
105,240,1,26,1,4486
210,160,10,26,0,4487
-186,164,9,24,0,4488
-192,172,11,25,1,4489
67,248,4,25,0,4490
94,163,3,18,0,4491
92,33,1,9,1,4492
172,18,1,17,0,4493
28,150,11,15,0,4494
0,0,10,0,1,4495
0,0,9,0,,4496
-141,99,9,17,0,4497
-15,258,8,25,0,4498
138,13,7,13,0,4499
52,156,3,16,0,4500
144,-19,2,14,0,4501
189,38,1,19,0,4502
74,8,9,7,,4503
212,145,7,25,1,4504
5,245,6,24,1,4505
176,219,6,28,0,4506
218,138,5,25,0,4507
-85,233,1,24,0,4508
0,0,6,0,0,4509
51,30,5,5,1,4510
69,140,4,15,0,4511
-108,160,3,19,,4512
-146,150,2,20,1,4513
-187,115,1,21,0,4514
-159,61,0,17,0,4515
-123,0,10,12,0,4516
-163,97,5,18,0,4517
0,0,3,0,,4518
31,248,2,24,,4519
-38,35,0,5,0,4520
84,171,10,19,1,4521
151,43,9,15,,4522
-39,71,5,8,1,4523
0,79,3,7,1,4524
182,54,3,18,,4525
-156,33,2,15,0,4526
164,233,0,28,0,4527
0,0,9,0,1,4528
0,0,6,0,1,4529
36,173,5,17,1,4530
77,197,3,21,0,4531
0,63,3,6,0,4532
-102,238,2,25,0,4533
-117,-13,2,11,0,4534
133,122,9,18,1,4535
112,164,8,19,0,4536
-128,12,5,12,,4537
146,120,3,18,0,4538
158,204,1,25,1,4539
107,46,11,11,1,4540
-110,120,9,16,0,4541
10,68,9,6,0,4542
176,-11,4,17,1,4543
-77,143,4,16,0,4544
-204,-8,2,20,0,4545
-29,69,0,7,,4546
0,0,0,0,,4547
-159,-9,8,15,0,4548
128,46,7,13,1,4549
-95,230,0,24,1,4550
-97,164,11,19,1,4551
-74,81,10,10,1,4552
123,179,9,21,,4553
39,255,8,25,0,4554
-87,174,8,19,0,4555
-135,207,6,24,,4556
-128,158,5,20,1,4557
79,81,3,11,,4558
112,174,9,20,1,4559
87,63,6,10,0,4560
149,12,4,14,1,4561
10,278,1,27,0,4562
-130,209,0,24,,4563
-97,137,11,16,0,4564
163,-3,9,16,0,4565
-8,58,9,5,1,4566
79,196,8,21,1,4567
125,99,3,15,,4568
112,155,1,19,0,4569
125,86,0,15,0,4570
171,-6,9,17,0,4571
-151,158,7,21,1,4572
0,0,3,0,1,4573
0,0,1,0,,4574
-38,141,0,14,0,4575
-122,140,0,18,0,4576
-103,138,11,17,0,4577
-99,25,8,10,,4578
141,100,11,17,0,4579
-97,31,7,10,1,4580
0,0,7,0,0,4581
187,-3,6,18,1,4582
0,0,6,0,1,4583
172,41,6,17,0,4584
-69,191,11,20,1,4585
74,197,9,21,1,4586
-204,-9,9,20,,4587
222,107,4,24,1,4588
153,-11,3,15,0,4589
172,197,2,26,0,4590
-82,10,1,8,1,4591
144,43,10,15,,4592
166,10,7,16,0,4593
0,0,5,0,1,4594
0,0,3,0,0,4595
-191,125,2,22,1,4596
-176,181,0,25,0,4597
-146,160,11,21,0,4598
0,0,10,0,0,4599
0,0,9,0,1,4600
108,138,5,17,1,4601
-71,46,3,8,1,4602
171,183,1,25,0,4603
133,64,0,14,0,4604
-110,232,9,25,1,4605
0,0,9,0,0,4606
0,0,9,0,0,4607
98,250,8,26,1,4608
-159,38,6,16,1,4609
-184,94,3,20,,4610
-164,20,1,16,1,4611
-194,2,0,19,1,4612
158,69,11,17,0,4613
0,0,4,0,0,4614
0,0,4,0,,4615
-202,28,3,20,0,4616
-110,184,0,21,0,4617
0,0,9,0,0,4618
227,100,5,24,,4619
136,30,3,13,,4620
-16,146,3,14,0,4621
156,51,10,16,0,4622
156,12,10,15,0,4623
131,49,9,13,0,4624
110,0,7,11,,4625
0,0,4,0,0,4626
103,20,2,10,0,4627
-177,109,11,20,0,4628
125,-13,10,12,0,4629
46,72,8,8,0,4630
-171,7,8,17,0,4631
-59,68,6,9,1,4632
-156,130,4,20,1,4633
0,0,3,0,1,4634
159,84,2,17,,4635
-153,130,2,20,,4636
-131,112,1,17,1,4637
-192,191,0,27,0,4638
-163,112,1,19,1,4639
136,-8,0,13,0,4640
209,0,10,20,,4641
181,10,8,18,0,4642
115,20,8,11,0,4643
-154,117,5,19,0,4644
-16,252,5,25,1,4645
136,133,10,19,0,4646
184,-24,9,18,0,4647
-182,74,7,19,1,4648
0,0,5,0,0,4649
-174,122,2,21,,4650
-102,82,1,13,1,4651
-128,176,7,21,0,4652
0,0,5,0,,4653
-136,110,3,17,1,4654
112,-14,8,11,0,4655
80,10,3,8,1,4656
-205,153,0,25,0,4657
0,0,9,0,1,4658
-141,31,7,14,0,4659
131,-18,4,13,0,4660
-110,176,3,20,0,4661
0,0,1,0,0,4662
171,35,11,17,1,4663
235,114,11,26,0,4664
-80,137,0,15,,4665
156,158,8,22,0,4666
-57,197,2,20,0,4667
0,0,0,0,,4668
-156,225,0,27,,4669
0,91,4,9,,4670
0,0,2,0,1,4671
38,63,1,7,0,4672
-23,268,11,26,0,4673
140,15,5,14,,4674
113,148,0,18,,4675
0,0,0,0,,4676
133,158,11,20,1,4677
85,151,10,17,1,4678
54,69,10,8,,4679
0,0,4,0,,4680
164,18,2,16,1,4681
158,-6,11,15,0,4682
181,12,8,18,0,4683
0,0,8,0,0,4684
-75,17,8,7,0,4685
-85,79,4,11,,4686
61,31,3,6,0,4687
3,204,2,20,0,4688
-158,209,1,26,0,4689
-59,187,9,19,0,4690
181,135,4,22,1,4691
74,10,1,7,1,4692
-145,169,0,22,0,4693
235,10,10,23,0,4694
0,0,8,0,1,4695
126,186,8,22,0,4696
133,20,7,13,0,4697
33,49,7,5,0,4698
-148,148,6,20,,4699
192,69,4,20,1,4700
195,125,2,23,0,4701
0,0,0,0,1,4702
166,35,0,16,1,4703
-168,69,11,18,0,4704
72,63,10,9,0,4705
-197,-13,9,19,1,4706
-141,202,8,24,1,4707
187,12,4,18,0,4708
0,0,2,0,1,4709
100,253,0,27,0,4710
-43,247,0,25,0,4711
131,224,11,25,0,4712
0,0,8,0,,4713
72,26,7,7,1,4714
0,0,11,0,0,4715
-61,253,10,26,0,4716
-115,95,9,14,0,4717
-123,174,11,21,,4718
103,196,11,22,0,4719
105,35,9,11,0,4720
158,97,7,18,,4721
128,133,1,18,,4722
144,115,9,18,0,4723
158,79,5,17,,4724
23,3,2,2,0,4725
23,8,2,2,0,4726
-156,125,0,19,1,4727
-163,15,0,16,0,4728
197,317,10,37,0,4729
10,18,10,2,,4730
-100,109,9,14,,4731
43,217,8,22,0,4732
-82,12,2,8,0,4733
146,15,1,14,0,4734
-161,196,11,25,,4735
92,30,11,9,1,4736
-3,35,9,3,0,4737
34,45,8,5,1,4738
-34,31,8,4,0,4739
-23,33,4,4,1,4740
29,15,3,3,0,4741
-146,7,2,14,0,4742
-122,220,0,25,,4743
232,8,6,23,1,4744
-107,3,5,10,,4745
-67,15,4,6,,4746
-187,117,3,22,,4747
-64,135,3,14,,4748
3,25,2,2,1,4749
102,227,1,24,0,4750
-227,43,0,23,0,4751
-31,28,0,4,1,4752
143,81,10,16,0,4753
-5,266,8,26,1,4754
8,196,6,19,0,4755
0,0,4,0,1,4756
